Term,Career,ClassNbr,Subject,CatalogNbr,Section,Title,Topic,MinHrs,MaxHrs,MaxEnr,Enr,InstructorName,GradeBasis,ClassStatus
5161,GSAS,6658,CS, 799R,NAGY,Dissertation Research,,1,9,99,1,"Nagy,James",GRD,Active
5169,GSAS,6377,CS, 799R,NAGY,Dissertation Research,,1,9,999,1,"Nagy,James",GRD,Active
5171,GSAS,6153,CS, 799R,NAGY,Dissertation Research,,1,9,999,1,"Nagy,James",GRD,Active
5179,GSAS,6264,CS, 799R,17,Dissertation Research,,1,9,99,1,"Nagy,James",GRD,Active
5181,GSAS,6025,CS, 799R,17,Dissertation Research,,1,9,10,1,"Nagy,James",GRD,Active
5139,UCOL,6280,CS, 170,005,Intro to Computer Science I,,4,4,28,30,"Nalisnik,Michael",OPT,Active
5139,UCOL,6280,CS, 170,005,Intro to Computer Science I,,4,4,28,30,"Nalisnik,Michael",OPT,Active
5121,UCOL,3253,CS, 255,000,Comp Org/Assembly Programming,,4,4,20,20,"Nalisnik,Michael",OPT,Active
5171,GSAS,4427,CS, 584,01P,Topics In Computer Science,Deep Learning,3,3,15,14,"Nemati,Shamim",OPT,Active
5161,GSAS,6694,CS, 597R,NEMA,Directed Study,,1,9,999,1,"Nemati,Shamim",OPT,Active
5169,GSAS,3635,CS, 597R,NEMA,Directed Study,,1,9,999,5,"Nemati,Shamim",OPT,Active
5171,GSAS,6540,CS, 597R,NEMA,Directed Study,,1,9,999,3,"Nemati,Shamim",OPT,Active
5176,GSAS,2516,CS, 597R,NEM,Directed Study,,1,9,1,1,"Nemati,Shamim",OPT,Active
5176,GSAS,2517,CS, 597R,NEMI,Directed Study,,1,9,1,0,"Nemati,Shamim",OPT,Active
5179,GSAS,6284,CS, 597R,18,Directed Study,,1,9,99,4,"Nemati,Shamim",OPT,Active
5181,GSAS,6419,CS, 597R,18,Directed Study,,1,9,15,2,"Nemati,Shamim",OPT,Active
5159,GSAS,3430,CS, 598R,NEMA,Rotation Project,,3,3,999,1,"Nemati,Shamim",OPT,Active
5176,GSAS,2439,CS, 598R,NEMA,Rotation Project,,3,3,10,4,"Nemati,Shamim",OPT,Active
5179,GSAS,6514,CS, 598R,18,Rotation Project,,3,3,10,2,"Nemati,Shamim",OPT,Active
5181,GSAS,6429,CS, 598R,18,Rotation Project,,3,3,10,1,"Nemati,Shamim",OPT,Active
5089,UCOL,3338,CS, 190,000,Fresh Seminar:Computer Science,Robots,4,4,16,15,"Parekh,Ojas D.",OPT,Active
5099,UCOL,3052,CS, 190,000,Fresh Seminar:Computer Science,Robots,4,4,16,16,"Parekh,Ojas D.",OPT,Active
5091,UCOL,3424,CS, 424,000,Theory Of Computing,,4,4,25,4,"Parekh,Ojas D.",OPT,Active
5089,GSAS,4435,CS, 598R,07P,Rotation Project,,4,4,999,0,"Parekh,Ojas D.",OPT,Active
5091,GSAS,5591,CS, 598R,09P,Rotation Project,,4,4,999,1,"Parekh,Ojas D.",OPT,Active
5099,GSAS,4142,CS, 598R,07P,Rotation Project,,4,4,999,2,"Parekh,Ojas D.",OPT,Active
5101,GSAS,3233,CS, 598R,09P,Rotation Project,,4,4,999,0,"Parekh,Ojas D.",OPT,Active
5091,GSAS,3441,CS, 720,000,Topics in Algorithms,,4,4,25,4,"Parekh,Ojas D.",GRD,Active
5141,UCOL,6166,CS, 170,005,Intro to Computer Science I,,4,4,27,26,"Poovey,Jason A",OPT,Active
5139,UCOL,1734,CS, 170,001,Intro to Computer Science I,,4,4,28,28,"Pournajaf,Layla",OPT,Active
5139,UCOL,1734,CS, 170,001,Intro to Computer Science I,,4,4,28,28,"Pournajaf,Layla",OPT,Active
5119,UCOL,2676,CS, 224,000,Discrete Structures,,4,4,28,31,"Przybylinski,Thomas John",OPT,Active
5149,GSAS,9902,CS, 597R,QIN,Directed Study,,1,9,999,1,"Qin,Zhaohui",OPT,Active
5151,GSAS,6420,CS, 597R,QIN,Directed Study,,1,9,999,1,"Qin,Zhaohui",OPT,Active
5161,GSAS,6763,CS, 597R,QIN,Directed Study,,1,9,999,1,"Qin,Zhaohui",OPT,Active
5181,GSAS,6120,CS, 597R,22,Directed Study,,1,9,10,1,"Qin,Zhaohui",OPT,Active
5139,GSAS,6377,CS, 598R,QIN,Rotation Project,,3,3,999,1,"Qin,Zhaohui",OPT,Active
5171,GSAS,6408,CS, 598R,QIN,Rotation Project,,3,3,999,1,"Qin,Zhaohui",OPT,Active
5176,GSAS,2481,CS, 598R,QIN,Rotation Project,,3,3,99,1,"Qin,Zhaohui",OPT,Active
5111,GSAS,5329,CS, 599R,QIN,Research,,1,12,999,1,"Qin,Zhaohui",OPT,Active
5119,GSAS,2739,CS, 599R,QIN,Research,,1,12,999,1,"Qin,Zhaohui",OPT,Active
5121,GSAS,2556,CS, 599R,QIN,Research,,1,12,999,1,"Qin,Zhaohui",OPT,Active
5129,GSAS,2196,CS, 599R,QIN,Research,,1,12,999,0,"Qin,Zhaohui",OPT,Active
5141,GSAS,6535,CS, 797R,QIN,Directed Studies,,1,9,999,1,"Qin,Zhaohui",GRD,Active
5159,GSAS,5999,CS, 797R,QIN,Directed Studies,,1,9,99,2,"Qin,Zhaohui",GRD,Active
5129,GSAS,5920,CS, 799R,0QIN,Dissertation Research,,1,12,999,1,"Qin,Zhaohui",OPT,Active
5131,GSAS,6056,CS, 799R,QIN,Dissertation Research,,1,12,999,1,"Qin,Zhaohui",GRD,Active
5139,GSAS,6402,CS, 799R,QIN,Dissertation Research,,1,9,999,1,"Qin,Zhaohui",GRD,Active
5141,GSAS,6495,CS, 799R,QIN,Dissertation Research,,1,9,999,2,"Qin,Zhaohui",OPT,Active
5146,GSAS,2228,CS, 799R,QIN,Dissertation Research,,1,9,999,1,"Qin,Zhaohui",OPT,Active
5149,GSAS,9999,CS, 799R,QIN,Dissertation Research,,1,9,999,1,"Qin,Zhaohui",GRD,Active
5151,GSAS,6109,CS, 799R,QIN,Dissertation Research,,1,9,999,1,"Qin,Zhaohui",GRD,Active
5159,GSAS,5629,CS, 799R,QIN,Dissertation Research,,1,9,99,1,"Qin,Zhaohui",GRD,Active
5161,GSAS,6535,CS, 799R,QIN,Dissertation Research,,1,9,999,2,"Qin,Zhaohui",GRD,Active
5169,GSAS,6420,CS, 799R,QIN,Dissertation Research,,1,9,999,3,"Qin,Zhaohui",GRD,Active
5171,GSAS,6380,CS, 799R,QIN,Dissertation Research,,1,9,999,3,"Qin,Zhaohui",GRD,Active
5176,GSAS,2404,CS, 799R,QIN,Dissertation Research,,1,9,999,2,"Qin,Zhaohui",GRD,Active
5179,GSAS,6285,CS, 799R,22,Dissertation Research,,1,9,99,2,"Qin,Zhaohui",GRD,Active
5181,GSAS,6182,CS, 799R,22,Dissertation Research,,1,9,10,1,"Qin,Zhaohui",GRD,Active
5091,GSAS,5592,CS, 598R,10P,Rotation Project,,4,4,999,1,"Rodl,Vojtech",OPT,Active
5161,UCOL,6295,CS, 130R,000,Selected Programming Languages,MATLAB,2,2,30,30,"Rossetti,Blair John",OPT,Active
5161,UCOL,6295,CS, 130R,000,Selected Programming Languages,MATLAB,2,2,30,30,"Rossetti,Blair John",OPT,Active
5181,GSAS,5416,CS, 584,2,Topics In Computer Science,,3,3,10,12,"Ruthotto,Lars",OPT,Active
5111,GSAS,5339,CS, 584,001,Topics In Computer Science,Exascale Data Analytics,4,4,15,6,"Saltz,Joel H",GRD,Active
5119,GSAS,5436,CS, 598R,SALT,Rotation Project,,4,4,999,1,"Saltz,Joel H",OPT,Active
5121,GSAS,3258,CS, 598R,SALT,Rotation Project,,4,4,999,0,"Saltz,Joel H",OPT,Active
5129,GSAS,2160,CS, 598R,SALT,Rotation Project,,4,4,999,0,"Saltz,Joel H",OPT,Active
5131,GSAS,2609,CS, 598R,SALT,Rotation Project,,4,4,999,1,"Saltz,Joel H",OPT,Active
5121,GSAS,5289,CS, 599R,SALT,Research,,1,12,999,1,"Saltz,Joel H",OPT,Active
5129,GSAS,5918,CS, 599R,SALT,Research,,1,12,999,1,"Saltz,Joel H",OPT,Active
5131,GSAS,5940,CS, 599R,SALT,Research,,1,12,999,1,"Saltz,Joel H",OPT,Active
5139,GSAS,6403,CS, 799R,SALT,Dissertation Research,,1,9,999,1,"Saltz,Joel H",GRD,Active
5141,GSAS,6510,CS, 799R,SALT,Dissertation Research,,1,9,999,1,"Saltz,Joel H",OPT,Active
5131,UCOL,2466,CS, 170,000,Intro to Computer Science I,,4,4,30,28,"Savenkov,Denis",OPT,Active
5131,UCOL,2466,CS, 170,000,Intro to Computer Science I,,4,4,30,28,"Savenkov,Denis",OPT,Active
5139,UCOL,1736,CS, 170,003,Intro to Computer Science I,,4,4,28,28,"Savenkov,Denis",OPT,Active
5139,UCOL,1736,CS, 170,003,Intro to Computer Science I,,4,4,28,28,"Savenkov,Denis",OPT,Active
5131,UCOL,5974,CS, 375R,01P,Independ. Software Development,,1,12,999,7,"Savenkov,Denis",OPT,Active
5141,UCOL,5974,CS, 375R,00P,Independ. Software Development,Competitive Programming,1,3,999,11,"Savenkov,Denis",OPT,Active
5119,GSAS,5159,CS, 584,000,Topics In Computer Science,Intro.toBiomedical Informatics,4,4,25,3,"Sharma,Ashish",OPT,Active
5129,GSAS,5904,CS, 584,001,Topics In Computer Science,Intro toBiomedical Informatics,4,4,15,7,"Sharma,Ashish",OPT,Active
5161,GSAS,5315,CS, 584,002,Topics In Computer Science,HPC and Data Analytics,3,3,20,15,"Sharma,Ashish",OPT,Active
5149,GSAS,9903,CS, 597R,SHAR,Directed Study,,1,9,999,1,"Sharma,Ashish",OPT,Active
5169,GSAS,6400,CS, 597R,SHAR,Directed Study,,1,9,999,1,"Sharma,Ashish",OPT,Active
5181,GSAS,5990,CS, 597R,26,Directed Study,,1,9,10,1,"Sharma,Ashish",OPT,Active
5149,GSAS,9904,CS, 598R,SHAR,Rotation Project,,3,3,999,1,"Sharma,Ashish",OPT,Active
5176,GSAS,2467,CS, 598R,SHAR,Rotation Project,,3,3,99,1,"Sharma,Ashish",OPT,Active
5181,GSAS,5884,CS, 598R,26,Rotation Project,,3,3,10,1,"Sharma,Ashish",OPT,Active
5131,GSAS,5941,CS, 599R,SHAR,Research,,1,12,999,1,"Sharma,Ashish",OPT,Active
5139,GSAS,6405,CS, 599R,SHAR,Research,,1,9,999,1,"Sharma,Ashish",OPT,Active
5141,GSAS,6493,CS, 599R,SHAR,Research,,1,9,999,1,"Sharma,Ashish",OPT,Active
5141,GSAS,6605,CS, 797R,SHAR,Directed Studies,,1,9,999,0,"Sharma,Ashish",GRD,Active
5089,UCOL,3335,CS, 170,001,Intro to Computer Science I,,4,4,30,30,"Siva,Sebastien",OPT,Active
5089,UCOL,3335,CS, 170,001,Intro to Computer Science I,,4,4,30,30,"Siva,Sebastien",OPT,Active
5099,UCOL,3047,CS, 170,001,Intro to Computer Science I,,4,4,32,32,"Siva,Sebastien",OPT,Active
5099,UCOL,3047,CS, 170,001,Intro to Computer Science I,,4,4,32,32,"Siva,Sebastien",OPT,Active
5106,UCOL,1477,CS, 170,00A,Intro to Computer Science I,,4,4,28,16,"Siva,Sebastien",OPT,Active
5109,UCOL,4269,CS, 170,001,Intro to Computer Science I,,4,4,31,29,"Siva,Sebastien",OPT,Active
5109,UCOL,4269,CS, 170,001,Intro to Computer Science I,,4,4,31,29,"Siva,Sebastien",OPT,Active
5101,UCOL,3183,CS, 171,000,Intro to Computer Science II,,4,4,25,15,"Siva,Sebastien",OPT,Active
5119,UCOL,2724,CS, 130R,000,Selected Programming Languages,Programming in Python,2,2,20,18,"Slawinski,Jaroslaw Kazimierz",SUS,Active
5119,UCOL,2724,CS, 130R,000,Selected Programming Languages,Programming in Python,2,2,20,18,"Slawinski,Jaroslaw Kazimierz",SUS,Active
5111,UCOL,5155,CS, 170,002,Intro to Computer Science I,,4,4,30,28,"Slawinski,Jaroslaw Kazimierz",OPT,Active
5111,UCOL,5155,CS, 170,002,Intro to Computer Science I,,4,4,30,28,"Slawinski,Jaroslaw Kazimierz",OPT,Active
5116,UCOL,1112,CS, 170,00A,Intro to Computer Science I,,4,4,28,19,"Slawinski,Jaroslaw Kazimierz",OPT,Active
5101,UCOL,3187,CS, 323,000,Data Structures And Algorithms,,4,4,25,15,"Smith,Joan A",OPT,Active
5099,UCOL,3066,CS, 485,001,Topics in Computer Science,Software Engineering,4,4,25,2,"Smith,Joan A",OPT,Active
5109,UCOL,4285,CS, 485,000,Topics in Computer Science,Software Engineering,4,4,15,1,"Smith,Joan A",OPT,Active
5119,GSAS,2726,CS, 540,000,Software Engineering,,4,4,25,6,"Smith,Joan A",GRD,Active
5099,GSAS,3067,CS, 584,000,Topics In Computer Science,Software Engineering,4,4,25,10,"Smith,Joan A",OPT,Active
5109,GSAS,4304,CS, 584,001,Topics In Computer Science,Software Engineering,4,4,10,6,"Smith,Joan A",OPT,Active
5111,GSAS,3538,CS, 584,000,Topics In Computer Science,Semantic Web,4,4,25,2,"Smith,Joan A",OPT,Active
5101,GSAS,14103,CS, 598R,15P,Rotation Project,,4,4,999,1,"Smith,Joan A",OPT,Active
5109,GSAS,5236,CS, 598R,SMIT,Rotation Project,,4,4,999,0,"Smith,Joan A",OPT,Active
5119,GSAS,5427,CS, 797R,SMIT,Directed Studies,,1,12,999,1,"Smith,Joan A",OPT,Active
5121,GSAS,3291,CS, 797R,SMIT,Directed Studies,,1,12,999,0,"Smith,Joan A",OPT,Active
5111,UCOL,3670,CS, 170,000,Intro to Computer Science I,,4,4,30,30,"Solomon,Michael Glenn",OPT,Active
5111,UCOL,3670,CS, 170,000,Intro to Computer Science I,,4,4,30,30,"Solomon,Michael Glenn",OPT,Active
5111,UCOL,3668,CS, 110,000,Computer Science Fundamentals,,4,4,60,42,"Summet,Valerie H",OPT,Active
5119,UCOL,2670,CS, 110,000,Computer Science Fundamentals,,4,4,50,38,"Summet,Valerie H",OPT,Active
5109,UCOL,4264,CS, 155,000,Intro to Business Computing,,4,4,30,28,"Summet,Valerie H",OPT,Active
5119,UCOL,2671,CS, 155,000,Intro to Business Computing,,4,4,35,35,"Summet,Valerie H",OPT,Active
5131,UCOL,2465,CS, 155,000,Intro to Business Computing,,4,4,35,35,"Summet,Valerie H",OPT,Active
5139,UCOL,1731,CS, 155,000,Intro to Business Computing,,3,3,30,30,"Summet,Valerie H",OPT,Active
5151,UCOL,3544,CS, 155,000,Intro to Business Computing,,3,3,25,25,"Summet,Valerie H",OPT,Active
5129,UCOL,2092,CS, 170,003,Intro to Computer Science I,,4,4,31,30,"Summet,Valerie H",OPT,Active
5129,UCOL,2092,CS, 170,003,Intro to Computer Science I,,4,4,31,30,"Summet,Valerie H",OPT,Active
5131,UCOL,2469,CS, 170,003,Intro to Computer Science I,,4,4,30,30,"Summet,Valerie H",OPT,Active
5131,UCOL,2469,CS, 170,003,Intro to Computer Science I,,4,4,30,30,"Summet,Valerie H",OPT,Active
5139,UCOL,1738,CS, 170,004,Intro to Computer Science I,,4,4,28,31,"Summet,Valerie H",OPT,Active
5139,UCOL,1738,CS, 170,004,Intro to Computer Science I,,4,4,28,31,"Summet,Valerie H",OPT,Active
5141,UCOL,4246,CS, 170,004,Intro to Computer Science I,,4,4,25,25,"Summet,Valerie H",OPT,Active
5149,UCOL,7451,CS, 170,005,Intro to Computer Science I,,4,4,30,30,"Summet,Valerie H",OPT,Active
5151,UCOL,3546,CS, 170,001,Intro to Computer Science I,,4,4,30,30,"Summet,Valerie H",OPT,Active
5151,UCOL,3546,CS, 170,001,Intro to Computer Science I,,4,4,30,30,"Summet,Valerie H",OPT,Active
5159,UCOL,3389,CS, 170,000,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,3389,CS, 170,000,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,3390,CS, 170,001,Intro to Computer Science I,,4,4,29,23,"Summet,Valerie H",OPT,Active
5159,UCOL,3390,CS, 170,001,Intro to Computer Science I,,4,4,29,23,"Summet,Valerie H",OPT,Active
5159,UCOL,3391,CS, 170,002,Intro to Computer Science I,,4,4,29,28,"Summet,Valerie H",OPT,Active
5159,UCOL,3391,CS, 170,002,Intro to Computer Science I,,4,4,29,28,"Summet,Valerie H",OPT,Active
5159,UCOL,3392,CS, 170,003,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,3392,CS, 170,003,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,3393,CS, 170,004,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,3393,CS, 170,004,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,3406,CS, 170,005,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,3406,CS, 170,005,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,6039,CS, 170,006,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,6039,CS, 170,006,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,6040,CS, 170,007,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5159,UCOL,6040,CS, 170,007,Intro to Computer Science I,,4,4,29,29,"Summet,Valerie H",OPT,Active
5161,UCOL,2876,CS, 170,003,Intro to Computer Science I,,4,4,29,27,"Summet,Valerie H",OPT,Active
5161,UCOL,2876,CS, 170,003,Intro to Computer Science I,,4,4,29,27,"Summet,Valerie H",OPT,Active
5161,UCOL,2877,CS, 170,004,Intro to Computer Science I,,4,4,29,27,"Summet,Valerie H",OPT,Active
5161,UCOL,2877,CS, 170,004,Intro to Computer Science I,,4,4,29,27,"Summet,Valerie H",OPT,Active
5161,UCOL,2878,CS, 170,005,Intro to Computer Science I,,4,4,29,27,"Summet,Valerie H",OPT,Active
5161,UCOL,2878,CS, 170,005,Intro to Computer Science I,,4,4,29,27,"Summet,Valerie H",OPT,Active
5161,UCOL,6512,CS, 170,007,Intro to Computer Science I,,4,4,12,8,"Summet,Valerie H",OPT,Active
5161,UCOL,6512,CS, 170,007,Intro to Computer Science I,,4,4,12,8,"Summet,Valerie H",OPT,Active
5109,UCOL,4272,CS, 190,000,Fresh Seminar:Computer Science,Robotics,4,4,16,17,"Summet,Valerie H",OPT,Active
5119,UCOL,2675,CS, 190,000,Fresh Seminar:Computer Science,Robotics,4,4,18,17,"Summet,Valerie H",OPT,Active
5129,UCOL,2101,CS, 190,000,Fresh Seminar:Computer Science,Robotics,4,4,16,16,"Summet,Valerie H",OPT,Active
5139,UCOL,1745,CS, 190,000,Fresh Seminar:Computer Science,,3,3,16,16,"Summet,Valerie H",OPT,Active
5149,UCOL,3688,CS, 190,000,Fresh Seminar:Computer Science,Robotics,3,3,18,18,"Summet,Valerie H",OPT,Active
5131,UCOL,2541,CS, 255,000,Comp Org/Assembly Programming,,4,4,28,26,"Summet,Valerie H",OPT,Active
5141,UCOL,4254,CS, 255,000,Comp Org/Assembly Programming,,3,3,35,34,"Summet,Valerie H",OPT,Active
5151,UCOL,3557,CS, 255,000,Comp Org/Assembly Programming,,3,3,50,51,"Summet,Valerie H",OPT,Active
5161,UCOL,2883,CS, 255,000,Comp Org/Assembly Programming,,3,3,60,58,"Summet,Valerie H",OPT,Active
5139,UCOL,6464,CS, 375R,00P,Independ. Software Development,,2,3,5,1,"Summet,Valerie H",OPT,Active
5111,UCOL,3680,CS, 485,000,Topics in Computer Science,Human-Computer Interaction,4,4,30,14,"Summet,Valerie H",OPT,Active
5141,UCOL,6708,CS, 495RW,02P,Honors,,1,8,999,1,"Summet,Valerie H",OPT,Active
5149,UCOL,3677,CS, 170,001,Intro to Computer Science I,,4,4,30,29,"Sun,Xiaobo",OPT,Active
5089,UCOL,3333,CS, 110,000,Computer Science Fundamentals,,4,4,50,45,"Sunderam,V S",OPT,Active
5099,UCOL,3032,CS, 110,000,Computer Science Fundamentals,,4,4,100,55,"Sunderam,V S",OPT,Active
5101,UCOL,3179,CS, 110,000,Computer Science Fundamentals,,4,4,40,21,"Sunderam,V S",OPT,Active
5109,UCOL,4263,CS, 110,000,Computer Science Fundamentals,,4,4,60,50,"Sunderam,V S",OPT,Active
5141,UCOL,4251,CS, 171,000,Intro to Computer Science II,,3,3,50,43,"Sunderam,V S",OPT,Active
5159,UCOL,3436,CS, 171,001,Intro to Computer Science II,,3,3,38,32,"Sunderam,V S",OPT,Active
5181,UCOL,1926,CS, 171,1,Intro to Computer Science II,,3,3,70,61,"Sunderam,V S",OPT,Active
5121,UCOL,5018,CS, 455,000,Intro to Computer Networking,,4,4,12,2,"Sunderam,V S",OPT,Active
5141,UCOL,5861,CS, 497R,00P,Directed Study,,1,3,999,1,"Sunderam,V S",OPT,Active
5181,UCOL,6180,CS, 497R,27,Directed Study,,1,3,999,1,"Sunderam,V S",OPT,Active
5091,GSAS,3430,CS, 555,000,Parallel Processing,,4,4,30,19,"Sunderam,V S",OPT,Active
5111,GSAS,3534,CS, 555,000,Parallel Processing,,4,4,30,9,"Sunderam,V S",OPT,Active
5149,GSAS,8487,CS, 555,000,Parallel Processing,,3,3,20,17,"Sunderam,V S",OPT,Active
5171,GSAS,6085,CS, 555,000,Parallel Processing,,3,3,15,7,"Sunderam,V S",OPT,Active
5121,GSAS,5016,CS, 558,000,Networking,,4,4,13,7,"Sunderam,V S",OPT,Active
5131,GSAS,2570,CS, 584,000,Topics In Computer Science,HPC and Parallel Processing,4,4,20,7,"Sunderam,V S",OPT,Active
5089,GSAS,4436,CS, 598R,08P,Rotation Project,,4,4,999,0,"Sunderam,V S",OPT,Active
5091,GSAS,5596,CS, 598R,11P,Rotation Project,,4,4,999,0,"Sunderam,V S",OPT,Active
5099,GSAS,4143,CS, 598R,08P,Rotation Project,,4,4,999,0,"Sunderam,V S",OPT,Active
5101,GSAS,3243,CS, 598R,11P,Rotation Project,,4,4,999,0,"Sunderam,V S",OPT,Active
5109,GSAS,5729,CS, 598R,SUND,Rotation Project,,4,4,999,1,"Sunderam,V S",OPT,Active
5111,GSAS,3545,CS, 598R,SUND,Rotation Project,,4,4,999,0,"Sunderam,V S",OPT,Active
5119,GSAS,2735,CS, 598R,SUND,Rotation Project,,4,4,999,1,"Sunderam,V S",OPT,Active
5121,GSAS,2533,CS, 598R,SUND,Rotation Project,,4,4,999,0,"Sunderam,V S",OPT,Active
5129,GSAS,2161,CS, 598R,SUND,Rotation Project,,4,4,999,1,"Sunderam,V S",OPT,Active
5159,GSAS,3405,CS, 700R,000,Graduate Seminar,,1,1,30,27,"Sunderam,V S",SUS,Active
5161,GSAS,3252,CS, 700R,000,Graduate Seminar,,1,1,30,25,"Sunderam,V S",SUS,Active
5121,GSAS,5540,CS, 797R,SUND,Directed Studies,,1,12,999,1,"Sunderam,V S",GRD,Active
5121,GSAS,5542,CS, 799R,SUND,Dissertation Research,,1,12,999,0,"Sunderam,V S",GRD,Active
5129,GSAS,5916,CS, 799R,SUND,Dissertation Research,,1,12,999,2,"Sunderam,V S",OPT,Active
5131,GSAS,5853,CS, 799R,SUND,Dissertation Research,,1,12,999,2,"Sunderam,V S",GRD,Active
5139,GSAS,6329,CS, 799R,SUND,Dissertation Research,,1,9,999,1,"Sunderam,V S",GRD,Active
5141,GSAS,6496,CS, 799R,SUND,Dissertation Research,,1,9,999,2,"Sunderam,V S",OPT,Active
5149,GSAS,9674,CS, 799R,SUND,Dissertation Research,,1,9,999,1,"Sunderam,V S",OPT,Active
5151,GSAS,6189,CS, 799R,SUND,Dissertation Research,,1,9,999,1,"Sunderam,V S",GRD,Active
5159,GSAS,6189,CS, 799R,SUND,Dissertation Research,,1,9,999,1,"Sunderam,V S",GRD,Active
5161,GSAS,6661,CS, 799R,SUND,Dissertation Research,,1,9,99,1,"Sunderam,V S",GRD,Active
5166,GSAS,2201,CS, 799R,SUND,Dissertation Research,,1,9,999,1,"Sunderam,V S",GRD,Active
5169,GSAS,6403,CS, 799R,SUND,Dissertation Research,,1,9,999,1,"Sunderam,V S",GRD,Active
5151,UCOL,3547,CS, 170,002,Intro to Computer Science I,,4,4,30,31,"Swenson,Michelle D",OPT,Active
5151,UCOL,3547,CS, 170,002,Intro to Computer Science I,,4,4,30,31,"Swenson,Michelle D",OPT,Active
5169,UCOL,6212,CS, 170,007,Intro to Computer Science I,,4,4,30,23,"Swenson,Michelle D",OPT,Active
5169,UCOL,6212,CS, 170,007,Intro to Computer Science I,,4,4,30,23,"Swenson,Michelle D",OPT,Active
5169,UCOL,6214,CS, 170,008,Intro to Computer Science I,,4,4,30,19,"Swenson,Michelle D",OPT,Active
5169,UCOL,6214,CS, 170,008,Intro to Computer Science I,,4,4,30,19,"Swenson,Michelle D",OPT,Active
5169,UCOL,6215,CS, 170,009,Intro to Computer Science I,,4,4,30,28,"Swenson,Michelle D",OPT,Active
5169,UCOL,6215,CS, 170,009,Intro to Computer Science I,,4,4,30,28,"Swenson,Michelle D",OPT,Active
5171,UCOL,4419,CS, 170,003,Intro to Computer Science I,,4,4,28,19,"Swenson,Michelle D",OPT,Active
5171,UCOL,4419,CS, 170,003,Intro to Computer Science I,,4,4,28,19,"Swenson,Michelle D",OPT,Active
5171,UCOL,4420,CS, 170,004,Intro to Computer Science I,,4,4,28,15,"Swenson,Michelle D",OPT,Active
5171,UCOL,4420,CS, 170,004,Intro to Computer Science I,,4,4,28,15,"Swenson,Michelle D",OPT,Active
5171,UCOL,4421,CS, 170,005,Intro to Computer Science I,,4,4,28,10,"Swenson,Michelle D",OPT,Active
5171,UCOL,4421,CS, 170,005,Intro to Computer Science I,,4,4,28,10,"Swenson,Michelle D",OPT,Active
5169,UCOL,3620,CS, 171,001,Intro to Computer Science II,,3,3,28,19,"Swenson,Michelle D",OPT,Active
5171,UCOL,1973,CS, 224,000,Discrete Structures,,3,3,65,68,"Swenson,Michelle D",OPT,Active
5099,UCOL,3059,CS, 485,000,Topics in Computer Science,Fund. of Genome Bioinformatics,4,4,10,6,"Taylor,James Peter",OPT,Active
5109,UCOL,4634,CS, 485,001,Topics in Computer Science,Bioinformatics,4,4,10,2,"Taylor,James Peter",OPT,Active
5119,UCOL,2566,CS, 485,000,Topics in Computer Science,Bioinformatics,4,4,10,3,"Taylor,James Peter",OPT,Active
5139,UCOL,5042,CS, 485,000,Topics in Computer Science,Bioinformatics,3,3,10,3,"Taylor,James Peter",OPT,Active
5119,UCOL,2682,CS, 497R,00P,Directed Study,,1,4,999,1,"Taylor,James Peter",OPT,Active
5129,GSAS,2120,CS, 574,000,Machine Learning,,4,4,25,21,"Taylor,James Peter",GRD,Active
5109,GSAS,4302,CS, 584,000,Topics In Computer Science,Machine Learning,4,4,16,12,"Taylor,James Peter",OPT,Active
5091,GSAS,5593,CS, 598R,12P,Rotation Project,,4,4,999,1,"Taylor,James Peter",OPT,Active
5111,GSAS,5320,CS, 599R,TAYL,Research,,1,12,999,1,"Taylor,James Peter",OPT,Active
5119,GSAS,2740,CS, 599R,TAYL,Research,,1,12,999,0,"Taylor,James Peter",OPT,Active
5121,GSAS,2555,CS, 599R,TAYL,Research,,1,12,999,0,"Taylor,James Peter",OPT,Active
5129,GSAS,2197,CS, 599R,TAYL,Research,,1,12,999,0,"Taylor,James Peter",OPT,Active
5091,GSAS,7771,CS, 700R,001,Graduate Seminar,,1,1,0,3,"Taylor,James Peter",SUS,Active
5119,GSAS,2742,CS, 797R,TAYL,Directed Studies,,1,12,999,0,"Taylor,James Peter",GRD,Active
5121,GSAS,3292,CS, 797R,TAYL,Directed Studies,,1,12,999,0,"Taylor,James Peter",OPT,Active
